0,-0.001946,0.0032161,-0.024404
0.01,-0.001894,0.0028869,-0.029034
0.02,-0.0012997,0.0024597,-0.028401
0.03,-0.00017431,0.0022681,-0.021451
0.04,0.0012762,0.0024485,-0.0092508
0.05,0.0026718,0.0028777,0.0049806
0.06,0.0035596,0.0032416,0.016774
0.07,0.0035759,0.0032151,0.022013
0.08,0.0026075,0.0026279,0.018626
0.09,0.00089806,0.0015566,0.0076188
0.1,-0.00099592,0.00028338,-0.0070938
0.11,-0.0023772,-0.00083486,-0.020114
0.12,-0.0026911,-0.0015178,-0.026706
0.13,-0.0017951,-0.0016514,-0.024767
0.14,-7.34E-05,-0.0012885,-0.01569
0.15,0.0016677,-0.00058919,-0.0037248
0.16,0.0025168,0.00026504,0.0059715
0.17,0.0018736,0.001104,0.0096769
0.18,-0.00022324,0.0017788,0.0067604
0.19,-0.0030367,0.0021417,-0.00015596
0.2,-0.0053863,0.0020703,-0.00663
0.21,-0.0061417,0.001525,-0.0087482
0.22,-0.0047503,0.00062997,-0.0052253
0.23,-0.0015413,-0.00030071,0.0018022
0.24,0.0023496,-0.00084098,0.0077513
0.25,0.0054383,-0.00062181,0.0079001
0.26,0.0065392,0.00046585,-5.71E-05
0.27,0.0053119,0.0021611,-0.01448
0.28,0.0024557,0.0038848,-0.030077
0.29,-0.00059021,0.0049745,-0.039976
0.3,-0.0022875,0.0049949,-0.038675
0.31,-0.0017288,0.0039776,-0.02456
0.32,0.00090724,0.0024332,-0.0008318
0.33,0.0043965,0.0011264,0.025545
0.34,0.0070071,0.00069419,0.046426
0.35,0.0073119,0.0013078,0.055488
0.36,0.0048858,0.0025668,0.050414
0.37,0.00057696,0.0036922,0.03346
0.38,-0.0038165,0.0039562,0.010339
0.39,-0.0063252,0.0031111,-0.011985
0.4,-0.0057044,0.0016004,-0.027634
0.41,-0.0020387,0.00040061,-0.033435
0.42,0.0032263,0.00055148,-0.029404
0.43,0.0078665,0.0025984,-0.018165
0.44,0.0098247,0.006213,-0.0037635
0.45,0.008105,0.010229,0.0096565
0.46,0.0032232,0.013077,0.018899
0.47,-0.0029847,0.013463,0.022354
0.48,-0.0081315,0.010956,0.020202
0.49,-0.010261,0.0062243,0.014241
0.5,-0.0086473,0.00078593,0.0073568
0.51,-0.004051,-0.0035943,0.0026911
0.52,0.0016524,-0.0056096,0.0026422
0.53,0.0062977,-0.004896,0.0079796
0.54,0.0083354,-0.0021019,0.017424
0.55,0.0074108,0.0014638,0.02797
0.56,0.0044047,0.0044118,0.035934
0.57,0.00092049,0.0058135,0.038391
0.58,-0.0014954,0.005475,0.034419
0.59,-0.002055,0.0038685,0.025528
0.6,-0.0010245,0.0017951,0.015056
0.61,0.00049847,-1.63E-05,0.0066871
0.62,0.0011988,-0.0011927,0.0027615
0.63,0.00024567,-0.0017594,0.0031764
0.64,-0.0022487,-0.0019867,0.0054179
0.65,-0.0052396,-0.0021376,0.0058175
0.66,-0.0071957,-0.0022732,0.0014557
0.67,-0.0068114,-0.0022059,-0.0081437
0.68,-0.0036188,-0.0016096,-0.020388
0.69,0.0017441,-0.00021713,-0.030438
0.7,0.007737,0.0019969,-0.033211
0.71,0.012511,0.004735,-0.02573
0.72,0.014614,0.0074149,-0.0087706
0.73,0.013536,0.0093313,0.012989
0.74,0.0098654,0.0098563,0.032514
0.75,0.0050204,0.0086402,0.043096
0.76,0.00068807,0.0057462,0.041118
0.77,-0.0018012,0.0016911,0.027733
0.78,-0.0019154,-0.002634,0.0086626
0.79,-3.57E-05,-0.0061519,-0.0079205
0.8,0.0027574,-0.0078797,-0.014696
0.81,0.0051356,-0.0072345,-0.0083721
0.82,0.0060082,-0.0042599,0.0086045
0.83,0.004893,0.00030377,0.028647
0.84,0.0020591,0.0051774,0.041904
0.85,-0.0015851,0.0089123,0.040397
0.86,-0.0047941,0.010353,0.021761
0.87,-0.0063955,0.009053,-0.0090163
0.88,-0.0056667,0.0054608,-0.040864
0.89,-0.0025882,0.00079613,-0.060622
0.9,0.0021172,-0.0033588,-0.058358
0.91,0.0071662,-0.0056228,-0.031869
0.92,0.011105,-0.0053089,0.011634
0.93,0.012761,-0.0026728,0.057601
0.94,0.011653,0.0011906,0.089393
0.95,0.0081733,0.0047554,0.094724
0.96,0.0034811,0.006634,0.070651
0.97,-0.00087156,0.0060815,0.024989
0.98,-0.0034852,0.0032569,-0.026585
0.99,-0.0035984,-0.00085321,-0.066582
1,-0.0013466,-0.0048043,-0.082441
1.01,0.002315,-0.0072181,-0.071102
1.02,0.0059969,-0.0072681,-0.03956
1.03,0.0084098,-0.004946,-0.0012661
1.04,0.0088328,-0.0010377,0.029875
1.05,0.0073333,0.0031886,0.045209
1.06,0.0046595,0.0064444,0.044222
1.07,0.0018787,0.0078746,0.033512
1.08,-6.83E-05,0.0073231,0.02261
1.09,-0.00070948,0.0053313,0.018829
1.1,-0.00014067,0.0028675,0.023682
1.11,0.0011295,0.00089806,0.032505
1.12,0.0024832,-9.17E-06,0.037293
1.13,0.0035025,9.58E-05,0.03117
1.14,0.0041254,0.00062385,0.012169
1.15,0.0045994,0.00077268,-0.015559
1.16,0.0052691,-2.65E-05,-0.043617
1.17,0.0063089,-0.0017645,-0.063294
1.18,0.0075443,-0.0037768,-0.069544
1.19,0.0084526,-0.0050112,-0.063065
1.2,0.0083496,-0.0045291,-0.049579
1.21,0.0067085,-0.0020367,-0.03685
1.22,0.0034648,0.0018369,-0.031037
1.23,-0.00081142,0.0056718,-0.034181
1.24,-0.0049806,0.0078012,-0.043928
1.25,-0.0076432,0.0070622,-0.055304
1.26,-0.0076137,0.0034077,-0.063406
1.27,-0.0043996,-0.0019011,-0.065466
1.28,0.0014913,-0.0066962,-0.061338
1.29,0.00858,-0.0087492,-0.052453
1.3,0.014809,-0.0067523,-0.040172
1.31,0.018219,-0.00098879,-0.024809
1.32,0.017656,0.0066279,-0.006002
1.33,0.013265,0.013211,0.015784
1.34,0.0065127,0.016023,0.037737
1.35,-0.00030785,0.013602,0.054462
1.36,-0.0049164,0.0064077,0.059663
1.37,-0.0059286,-0.0032844,0.049243
1.38,-0.0033874,-0.012241,0.024294
1.39,0.0013038,-0.017507,-0.0078603
1.4,0.0060265,-0.01752,-0.03559
1.41,0.0089195,-0.01264,-0.047505
1.42,0.0092171,-0.0048889,-0.0377
1.43,0.0075657,0.0029501,-0.0092141
1.44,0.0056595,0.0084608,0.026307
1.45,0.0053415,0.010462,0.053042
1.46,0.0076177,0.009261,0.057873
1.47,0.012073,0.0062457,0.036674
1.48,0.016995,0.0030632,-0.0030082
1.49,0.020178,0.00080428,-0.04445
1.5,0.020025,-0.00041182,-0.068656
1.51,0.016374,-0.0012936,-0.062812
1.52,0.010648,-0.0028145,-0.026486
1.53,0.0051886,-0.0055331,0.027341
1.54,0.002106,-0.0092059,0.07717
1.55,0.0022141,-0.012865,0.10188
1.56,0.0046055,-0.015327,0.089835
1.57,0.0071152,-0.015842,0.04423
1.58,0.0074587,-0.014518,-0.017776
1.59,0.0044893,-0.012287,-0.071849
1.6,-0.0010938,-0.010407,-0.09637
1.61,-0.0069908,-0.0097666,-0.081234
1.62,-0.010417,-0.010372,-0.031891
1.63,-0.0095657,-0.011296,0.033001
1.64,-0.0046769,-0.01116,0.089148
1.65,0.0018705,-0.0089072,0.11618
1.66,0.0065596,-0.0044689,0.10518
1.67,0.0063863,0.0010408,0.061367
1.68,0.00039857,0.0057462,0.0010897
1.69,-0.0096677,0.0078675,-0.055124
1.7,-0.019994,0.0066106,-0.09038
1.71,-0.026297,0.0026259,-0.096925
1.72,-0.02574,-0.0022069,-0.077483
1.73,-0.018235,-0.0056024,-0.042501
1.74,-0.0065372,-0.0059083,-0.0050071
1.75,0.004945,-0.0028614,0.024425
1.76,0.012038,0.0023089,0.040668
1.77,0.012551,0.0074924,0.04417
1.78,0.0070795,0.010721,0.038874
1.79,-0.0014801,0.011083,0.029343
1.8,-0.0093986,0.0090968,0.018604
1.81,-0.013841,0.0063374,0.007524
1.82,-0.01401,0.0045443,-0.004423
1.83,-0.011211,0.004685,-0.017745
1.84,-0.0078573,0.0064648,-0.031865
